timestep,timestamp,scenario,supply_scenario,zone_id,crop,soil_type,area_m2,available_water,zone_priority,zone_stress,zone_demand,irrigation_command,irrigation_request_mm,allocation_factor,allocated_irrigation_mm,unmet_demand_mm,allocation_ratio,water_volume_requested_L,water_volume_allocated_L,water_volume_unmet_L,rainfall_mm,effective_rainfall_mm,soil_moisture,moisture_error,et0_mm_day,etc_mm_step,water_balance_residual_mm
1072,2026-06-01 17:52:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7706,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3593,6.6407,0.008,0.0068,0.0
1072,2026-06-01 17:52:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9331,9.2326,7.1158,0.0142,57.4405,0.0082,0.0061,0.5744,1.1385,0.654,0.4846,0.0,0.0,64.7536,0.2464,0.008,0.0096,0.0
1073,2026-06-01 17:53:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0603,9.2326,16.99,0.034,61.73,0.021,0.013,0.6173,3.398,2.0976,1.3004,0.0,0.0,57.5318,2.4682,0.0082,0.0095,0.0
1073,2026-06-01 17:53:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.768,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3636,6.6364,0.0082,0.007,0.0
1073,2026-06-01 17:53:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9331,9.2326,7.1164,0.0142,57.4405,0.0082,0.0061,0.5744,1.1386,0.654,0.4846,0.0,0.0,64.7535,0.2465,0.0082,0.0099,0.0
1074,2026-06-01 17:54:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0588,9.2326,16.9845,0.034,61.7192,0.021,0.013,0.6172,3.3969,2.0965,1.3004,0.0,0.0,57.5335,2.4665,0.0084,0.0097,0.0
1074,2026-06-01 17:54:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7653,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.368,6.632,0.0084,0.0072,0.0
1074,2026-06-01 17:54:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9329,9.2326,7.1178,0.0142,57.4405,0.0082,0.0061,0.5744,1.1388,0.6542,0.4847,0.0,0.0,64.7533,0.2467,0.0084,0.0101,0.0
1075,2026-06-01 17:55:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0574,9.2326,16.9793,0.034,61.709,0.021,0.013,0.6171,3.3959,2.0955,1.3003,0.0,0.0,57.5351,2.4649,0.0085,0.0098,0.0
1075,2026-06-01 17:55:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7628,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3722,6.6278,0.0085,0.0072,0.0
1075,2026-06-01 17:55:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9327,9.2326,7.1191,0.0142,57.4405,0.0082,0.0061,0.5744,1.1391,0.6543,0.4848,0.0,0.0,64.7531,0.2469,0.0085,0.0102,0.0
1076,2026-06-01 17:56:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.056,9.2326,16.9741,0.0339,61.6988,0.0209,0.013,0.617,3.3948,2.0946,1.3003,0.0,0.0,57.5367,2.4633,0.0085,0.0097,0.0
1076,2026-06-01 17:56:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7601,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3765,6.6235,0.0085,0.0072,0.0
1076,2026-06-01 17:56:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9325,9.2326,7.1204,0.0142,57.4405,0.0082,0.0061,0.5744,1.1393,0.6544,0.4849,0.0,0.0,64.7529,0.2471,0.0085,0.0102,0.0
1077,2026-06-01 17:57:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0546,9.2326,16.9689,0.0339,61.6885,0.0209,0.013,0.6169,3.3938,2.0936,1.3002,0.0,0.0,57.5383,2.4617,0.0088,0.0101,0.0
1077,2026-06-01 17:57:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7575,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3808,6.6192,0.0088,0.0075,0.0
1077,2026-06-01 17:57:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9324,9.2326,7.1218,0.0142,57.4405,0.0082,0.0061,0.5744,1.1395,0.6545,0.485,0.0,0.0,64.7527,0.2473,0.0088,0.0106,0.0
1078,2026-06-01 17:58:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0533,9.2326,16.964,0.0339,61.679,0.0209,0.013,0.6168,3.3928,2.0926,1.3002,0.0,0.0,57.5398,2.4602,0.0077,0.0089,0.0
1078,2026-06-01 17:58:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7549,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3851,6.6149,0.0077,0.0066,0.0
1078,2026-06-01 17:58:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9322,9.2326,7.1231,0.0142,57.4405,0.0082,0.0061,0.5744,1.1397,0.6546,0.485,0.0,0.0,64.7525,0.2475,0.0077,0.0093,0.0
1079,2026-06-01 17:59:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0517,9.2326,16.9582,0.0339,61.6675,0.0209,0.013,0.6167,3.3916,2.0915,1.3001,0.0,0.0,57.5416,2.4584,0.0083,0.0096,0.0
1079,2026-06-01 17:59:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7523,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3894,6.6106,0.0083,0.0071,0.0
1079,2026-06-01 17:59:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9321,9.2326,7.1238,0.0142,57.4405,0.0082,0.0061,0.5744,1.1398,0.6547,0.4851,0.0,0.0,64.7524,0.2476,0.0083,0.01,0.0
1080,2026-06-01 18:00:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0503,9.2326,16.953,0.0339,61.6573,0.0209,0.013,0.6166,3.3906,2.0906,1.3,0.0,0.0,57.5432,2.4568,0.0079,0.0091,0.0
1080,2026-06-01 18:00:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7497,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3937,6.6063,0.0079,0.0068,0.0
1080,2026-06-01 18:00:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9319,9.2326,7.1251,0.0143,57.4405,0.0082,0.0061,0.5744,1.14,0.6548,0.4852,0.0,0.0,64.7522,0.2478,0.0079,0.0095,0.0
1081,2026-06-01 18:01:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0489,9.2326,16.9475,0.0339,61.6465,0.0209,0.013,0.6165,3.3895,2.0895,1.3,0.0,0.0,57.5449,2.4551,0.0084,0.0096,0.0
1081,2026-06-01 18:01:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.747,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.3981,6.6019,0.0084,0.0071,0.0
1081,2026-06-01 18:01:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9318,9.2326,7.1258,0.0143,57.4405,0.0082,0.0061,0.5744,1.1401,0.6549,0.4852,0.0,0.0,64.7521,0.2479,0.0084,0.0101,0.0
1082,2026-06-01 18:02:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0475,9.2326,16.9423,0.0339,61.6363,0.0209,0.013,0.6164,3.3885,2.0885,1.2999,0.0,0.0,57.5465,2.4535,0.0076,0.0087,0.0
1082,2026-06-01 18:02:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7444,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4024,6.5976,0.0076,0.0064,0.0
1082,2026-06-01 18:02:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9317,9.2326,7.1271,0.0143,57.4405,0.0082,0.0061,0.5744,1.1403,0.655,0.4853,0.0,0.0,64.7519,0.2481,0.0076,0.0091,0.0
1083,2026-06-01 18:03:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.046,9.2326,16.9368,0.0339,61.6255,0.0209,0.013,0.6163,3.3874,2.0875,1.2999,0.0,0.0,57.5482,2.4518,0.0077,0.0089,0.0
1083,2026-06-01 18:03:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7417,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4068,6.5932,0.0077,0.0066,0.0
1083,2026-06-01 18:03:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9316,9.2326,7.1278,0.0143,57.4405,0.0082,0.0061,0.5744,1.1404,0.6551,0.4854,0.0,0.0,64.7518,0.2482,0.0077,0.0093,0.0
1084,2026-06-01 18:04:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0445,9.2326,16.9312,0.0339,61.6146,0.0209,0.013,0.6161,3.3862,2.0864,1.2998,0.0,0.0,57.5499,2.4501,0.0082,0.0094,0.0
1084,2026-06-01 18:04:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7391,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4111,6.5889,0.0082,0.0069,0.0
1084,2026-06-01 18:04:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9315,9.2326,7.1284,0.0143,57.4405,0.0082,0.0061,0.5744,1.1405,0.6551,0.4854,0.0,0.0,64.7517,0.2483,0.0082,0.0098,0.0
1085,2026-06-01 18:05:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.043,9.2326,16.9257,0.0339,61.6038,0.0209,0.013,0.616,3.3851,2.0854,1.2998,0.0,0.0,57.5516,2.4484,0.0082,0.0095,0.0
1085,2026-06-01 18:05:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7365,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4154,6.5846,0.0082,0.007,0.0
1085,2026-06-01 18:05:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9313,9.2326,7.1298,0.0143,57.4405,0.0082,0.0061,0.5744,1.1408,0.6553,0.4855,0.0,0.0,64.7515,0.2485,0.0082,0.0099,0.0
1086,2026-06-01 18:06:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0416,9.2326,16.9205,0.0338,61.5936,0.0208,0.013,0.6159,3.3841,2.0844,1.2997,0.0,0.0,57.5532,2.4468,0.0073,0.0084,0.0
1086,2026-06-01 18:06:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.734,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4197,6.5803,0.0073,0.0062,0.0
1086,2026-06-01 18:06:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9312,9.2326,7.1304,0.0143,57.4405,0.0082,0.0061,0.5744,1.1409,0.6553,0.4855,0.0,0.0,64.7514,0.2486,0.0073,0.0088,0.0
1087,2026-06-01 18:07:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.04,9.2326,16.9147,0.0338,61.5822,0.0208,0.013,0.6158,3.3829,2.0833,1.2996,0.0,0.0,57.555,2.445,0.0077,0.0088,0.0
1087,2026-06-01 18:07:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7313,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4241,6.5759,0.0077,0.0065,0.0
1087,2026-06-01 18:07:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9311,9.2326,7.1311,0.0143,57.4405,0.0082,0.0061,0.5744,1.141,0.6554,0.4856,0.0,0.0,64.7513,0.2487,0.0077,0.0092,0.0
1088,2026-06-01 18:08:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0385,9.2326,16.9091,0.0338,61.5714,0.0208,0.013,0.6157,3.3818,2.0822,1.2996,0.0,0.0,57.5567,2.4433,0.0075,0.0086,0.0
1088,2026-06-01 18:08:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7287,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4285,6.5715,0.0075,0.0064,0.0
1088,2026-06-01 18:08:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9311,9.2326,7.1318,0.0143,57.4405,0.0082,0.0061,0.5744,1.1411,0.6554,0.4856,0.0,0.0,64.7512,0.2488,0.0075,0.009,0.0
1089,2026-06-01 18:09:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.037,9.2326,16.9036,0.0338,61.5606,0.0208,0.013,0.6156,3.3807,2.0812,1.2995,0.0,0.0,57.5584,2.4416,0.0077,0.0089,0.0
1089,2026-06-01 18:09:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.726,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4329,6.5671,0.0077,0.0066,0.0
1089,2026-06-01 18:09:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.931,9.2326,7.1324,0.0143,57.4405,0.0082,0.0061,0.5744,1.1412,0.6555,0.4857,0.0,0.0,64.7511,0.2489,0.0077,0.0093,0.0
1090,2026-06-01 18:10:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0355,9.2326,16.8981,0.0338,61.5498,0.0208,0.013,0.6155,3.3796,2.0801,1.2995,0.0,0.0,57.5601,2.4399,0.0079,0.0091,0.0
1090,2026-06-01 18:10:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7234,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4372,6.5628,0.0079,0.0067,0.0
1090,2026-06-01 18:10:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9309,9.2326,7.1331,0.0143,57.4405,0.0082,0.0061,0.5744,1.1413,0.6556,0.4857,0.0,0.0,64.751,0.249,0.0079,0.0095,0.0
1091,2026-06-01 18:11:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.034,9.2326,16.8926,0.0338,61.5392,0.0208,0.013,0.6154,3.3785,2.0791,1.2994,0.0,0.0,57.5618,2.4382,0.0079,0.0091,0.0
1091,2026-06-01 18:11:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7207,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4416,6.5584,0.0079,0.0067,0.0
1091,2026-06-01 18:11:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9308,9.2326,7.1338,0.0143,57.4405,0.0082,0.0061,0.5744,1.1414,0.6556,0.4858,0.0,0.0,64.7509,0.2491,0.0079,0.0095,0.0
1092,2026-06-01 18:12:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0325,9.2326,16.887,0.0338,61.5286,0.0208,0.013,0.6153,3.3774,2.0781,1.2993,0.0,0.0,57.5635,2.4365,0.0074,0.0085,0.0
1092,2026-06-01 18:12:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7181,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4459,6.5541,0.0074,0.0063,0.0
1092,2026-06-01 18:12:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9306,9.2326,7.1351,0.0143,57.4405,0.0082,0.0061,0.5744,1.1416,0.6557,0.4859,0.0,0.0,64.7507,0.2493,0.0074,0.0088,0.0
1093,2026-06-01 18:13:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.031,9.2326,16.8815,0.0338,61.518,0.0208,0.013,0.6152,3.3763,2.077,1.2993,0.0,0.0,57.5652,2.4348,0.0077,0.0088,0.0
1093,2026-06-01 18:13:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7155,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4503,6.5497,0.0077,0.0065,0.0
1093,2026-06-01 18:13:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9306,9.2326,7.1351,0.0143,57.4405,0.0082,0.0061,0.5744,1.1416,0.6557,0.4859,0.0,0.0,64.7507,0.2493,0.0077,0.0092,0.0
1094,2026-06-01 18:14:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0294,9.2326,16.8757,0.0338,61.5068,0.0208,0.013,0.6151,3.3751,2.0759,1.2992,0.0,0.0,57.567,2.433,0.0077,0.0089,0.0
1094,2026-06-01 18:14:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7128,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4547,6.5453,0.0077,0.0066,0.0
1094,2026-06-01 18:14:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9305,9.2326,7.1358,0.0143,57.4405,0.0082,0.0061,0.5744,1.1417,0.6558,0.4859,0.0,0.0,64.7506,0.2494,0.0077,0.0093,0.0
1095,2026-06-01 18:15:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0279,9.2326,16.8701,0.0337,61.4962,0.0207,0.013,0.615,3.374,2.0749,1.2991,0.0,0.0,57.5687,2.4313,0.007,0.008,0.0
1095,2026-06-01 18:15:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7102,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.459,6.541,0.007,0.0059,0.0
1095,2026-06-01 18:15:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9305,9.2326,7.1364,0.0143,57.4405,0.0082,0.0061,0.5744,1.1418,0.6559,0.486,0.0,0.0,64.7505,0.2495,0.007,0.0084,0.0
1096,2026-06-01 18:16:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0263,9.2326,16.8643,0.0337,61.485,0.0207,0.013,0.6148,3.3729,2.0738,1.2991,0.0,0.0,57.5705,2.4295,0.0074,0.0085,0.0
1096,2026-06-01 18:16:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7075,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4635,6.5365,0.0074,0.0063,0.0
1096,2026-06-01 18:16:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9304,9.2326,7.1371,0.0143,57.4405,0.0082,0.0061,0.5744,1.1419,0.6559,0.486,0.0,0.0,64.7504,0.2496,0.0074,0.0089,0.0
1097,2026-06-01 18:17:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0248,9.2326,16.8587,0.0337,61.4744,0.0207,0.013,0.6147,3.3717,2.0728,1.299,0.0,0.0,57.5722,2.4278,0.0074,0.0085,0.0
1097,2026-06-01 18:17:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7048,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4679,6.5321,0.0074,0.0063,0.0
1097,2026-06-01 18:17:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9304,9.2326,7.1371,0.0143,57.4405,0.0082,0.0061,0.5744,1.1419,0.6559,0.486,0.0,0.0,64.7504,0.2496,0.0074,0.0088,0.0
1098,2026-06-01 18:18:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0233,9.2326,16.8529,0.0337,61.4632,0.0207,0.013,0.6146,3.3706,2.0717,1.2989,0.0,0.0,57.574,2.426,0.0072,0.0082,0.0
1098,2026-06-01 18:18:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.7022,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4723,6.5277,0.0072,0.0061,0.0
1098,2026-06-01 18:18:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9303,9.2326,7.1378,0.0143,57.4405,0.0082,0.0061,0.5744,1.142,0.656,0.486,0.0,0.0,64.7503,0.2497,0.0072,0.0086,0.0
1099,2026-06-01 18:19:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0217,9.2326,16.847,0.0337,61.4519,0.0207,0.013,0.6145,3.3694,2.0706,1.2988,0.0,0.0,57.5758,2.4242,0.0069,0.0079,0.0
1099,2026-06-01 18:19:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.6996,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4767,6.5233,0.0069,0.0058,0.0
1099,2026-06-01 18:19:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9303,9.2326,7.1378,0.0143,57.4405,0.0082,0.0061,0.5744,1.142,0.656,0.486,0.0,0.0,64.7503,0.2497,0.0069,0.0082,0.0
1100,2026-06-01 18:20:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0201,9.2326,16.8411,0.0337,61.4407,0.0207,0.013,0.6144,3.3682,2.0695,1.2988,0.0,0.0,57.5776,2.4224,0.0074,0.0085,0.0
1100,2026-06-01 18:20:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.6969,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4811,6.5189,0.0074,0.0063,0.0
1100,2026-06-01 18:20:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9303,9.2326,7.1378,0.0143,57.4405,0.0082,0.0061,0.5744,1.142,0.656,0.486,0.0,0.0,64.7503,0.2497,0.0074,0.0089,0.0
1101,2026-06-01 18:21:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0186,9.2326,16.8356,0.0337,61.4302,0.0207,0.013,0.6143,3.3671,2.0684,1.2987,0.0,0.0,57.5793,2.4207,0.0067,0.0077,0.0
1101,2026-06-01 18:21:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.6943,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4855,6.5145,0.0067,0.0057,0.0
1101,2026-06-01 18:21:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9302,9.2326,7.1384,0.0143,57.4405,0.0082,0.0061,0.5744,1.1421,0.6561,0.4861,0.0,0.0,64.7502,0.2498,0.0067,0.0081,0.0
1102,2026-06-01 18:22:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.017,9.2326,16.8294,0.0337,61.4183,0.0207,0.013,0.6142,3.3659,2.0673,1.2986,0.0,0.0,57.5812,2.4188,0.0069,0.0079,0.0
1102,2026-06-01 18:22:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.6916,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.49,6.51,0.0069,0.0059,0.0
1102,2026-06-01 18:22:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9302,9.2326,7.1384,0.0143,57.4405,0.0082,0.0061,0.5744,1.1421,0.6561,0.4861,0.0,0.0,64.7502,0.2498,0.0069,0.0083,0.0
1103,2026-06-01 18:23:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0154,9.2326,16.8236,0.0336,61.4071,0.0207,0.013,0.6141,3.3647,2.0662,1.2985,0.0,0.0,57.583,2.417,0.007,0.0081,0.0
1103,2026-06-01 18:23:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.6889,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4944,6.5056,0.007,0.006,0.0
1103,2026-06-01 18:23:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9302,9.2326,7.1384,0.0143,57.4405,0.0082,0.0061,0.5744,1.1421,0.6561,0.4861,0.0,0.0,64.7502,0.2498,0.007,0.0084,0.0
1104,2026-06-01 18:24:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0138,9.2326,16.8177,0.0336,61.3959,0.0207,0.013,0.614,3.3635,2.0651,1.2985,0.0,0.0,57.5848,2.4152,0.007,0.0081,0.0
1104,2026-06-01 18:24:00,Hot & Dry,Normal Supply,2,Wheat,Sandy,120.0,100.0,40.0,13.6863,9.2326,25.0,0.05,91.6065,0.0458,0.0042,0.9161,6.0,5.4964,0.5036,0.0,0.0,48.4988,6.5012,0.007,0.006,0.0
1104,2026-06-01 18:24:00,Hot & Dry,Normal Supply,3,Maize,Clay,80.0,100.0,85.0,13.9302,9.2326,7.1384,0.0143,57.4405,0.0082,0.0061,0.5744,1.1421,0.6561,0.4861,0.0,0.0,64.7502,0.2498,0.007,0.0084,0.0
1105,2026-06-01 18:25:00,Hot & Dry,Normal Supply,1,Tomato,Loam,100.0,100.0,70.0,15.0123,9.2326,16.8118,0.0336,61.3847,0.0206,0.013,0.6138,3.3624,2.064,1.2984,0.0,0.0,57.5866,2.4134,0.0066,0.0076,0.0
