step,timestamp,scenario,zone_id,crop,soil_type,area_m2,soil_moisture,target_moisture,moisture_error,rsm,soil_stress,weather_stress,water_demand,et0,kc,etc,rainfall,effective_rainfall,crop_water_deficit,irrigation_command,irrigation_application,irrigation_volume_l,infiltration,actual_et,drainage,next_soil_moisture,water_balance_residual,storage_mm
914,2026-06-01 15:14:00,Normal,1,Tomato,Loam,100.0,58.4074,60.0,1.5926,0.7424,14.32,63.33,9.23,0.010598,1.15,0.012188,0.0,0.0,0.012188,13.91,0.027825,2.7825,0.0278,0.0122,0.0,58.4096,0.0,408.8518
914,2026-06-01 15:14:00,Normal,2,Wheat,Sandy,120.0,48.1466,55.0,6.8534,0.7178,13.9,63.33,9.23,0.010598,0.85,0.009008,0.0,0.0,0.009008,25.0,0.05,6.0,0.05,0.009,0.0,48.1512,0.0,433.3195
914,2026-06-01 15:14:00,Normal,3,Maize,Clay,80.0,65.4466,65.0,-0.4466,0.7877,14.56,63.33,9.23,0.010598,1.2,0.012718,0.0,0.0,0.012718,5.5,0.011002,0.8801,0.011,0.0127,0.0,65.4464,0.0,654.4657
915,2026-06-01 15:15:00,Normal,1,Tomato,Loam,100.0,58.4096,60.0,1.5904,0.7424,14.31,61.56,9.23,0.010325,1.15,0.011874,0.0,0.0,0.011874,13.9,0.027808,2.7808,0.0278,0.0119,0.0,58.4119,0.0,408.8674
915,2026-06-01 15:15:00,Normal,2,Wheat,Sandy,120.0,48.1512,55.0,6.8488,0.7179,13.9,61.56,9.23,0.010325,0.85,0.008776,0.0,0.0,0.008776,25.0,0.05,6.0,0.05,0.0088,0.0,48.1557,0.0,433.3605
915,2026-06-01 15:15:00,Normal,3,Maize,Clay,80.0,65.4464,65.0,-0.4464,0.7877,14.56,61.56,9.23,0.010325,1.2,0.01239,0.0,0.0,0.01239,5.5,0.011001,0.8801,0.011,0.0124,0.0,65.4463,0.0,654.464
916,2026-06-01 15:16:00,Normal,1,Tomato,Loam,100.0,58.4119,60.0,1.5881,0.7425,14.31,64.58,9.23,0.010906,1.15,0.012542,0.0,0.0,0.012542,13.9,0.02779,2.779,0.0278,0.0125,0.0,58.4141,0.0,408.8833
916,2026-06-01 15:16:00,Normal,2,Wheat,Sandy,120.0,48.1557,55.0,6.8443,0.718,13.9,64.58,9.23,0.010906,0.85,0.00927,0.0,0.0,0.00927,25.0,0.05,6.0,0.05,0.0093,0.0,48.1603,0.0,433.4017
916,2026-06-01 15:16:00,Normal,3,Maize,Clay,80.0,65.4463,65.0,-0.4463,0.7877,14.56,64.58,9.23,0.010906,1.2,0.013087,0.0,0.0,0.013087,5.5,0.011001,0.8801,0.011,0.0131,0.0,65.4461,0.0,654.4626
917,2026-06-01 15:17:00,Normal,1,Tomato,Loam,100.0,58.4141,60.0,1.5859,0.7425,14.31,62.29,9.23,0.010965,1.15,0.01261,0.0,0.0,0.01261,13.89,0.027773,2.7773,0.0278,0.0126,0.0,58.4162,0.0,408.8985
917,2026-06-01 15:17:00,Normal,2,Wheat,Sandy,120.0,48.1603,55.0,6.8397,0.7181,13.89,62.29,9.23,0.010965,0.85,0.00932,0.0,0.0,0.00932,25.0,0.05,6.0,0.05,0.0093,0.0,48.1648,0.0,433.4424
917,2026-06-01 15:17:00,Normal,3,Maize,Clay,80.0,65.4461,65.0,-0.4461,0.7877,14.56,62.29,9.23,0.010965,1.2,0.013158,0.0,0.0,0.013158,5.5,0.011001,0.8801,0.011,0.0132,0.0,65.4458,0.0,654.4605
918,2026-06-01 15:18:00,Normal,1,Tomato,Loam,100.0,58.4162,60.0,1.5838,0.7426,14.31,60.72,9.23,0.011089,1.15,0.012752,0.0,0.0,0.012752,13.88,0.027756,2.7756,0.0278,0.0128,0.0,58.4184,0.0,408.9137
918,2026-06-01 15:18:00,Normal,2,Wheat,Sandy,120.0,48.1648,55.0,6.8352,0.7182,13.89,60.72,9.23,0.011089,0.85,0.009426,0.0,0.0,0.009426,25.0,0.05,6.0,0.05,0.0094,0.0,48.1693,0.0,433.4831
918,2026-06-01 15:18:00,Normal,3,Maize,Clay,80.0,65.4458,65.0,-0.4458,0.7877,14.56,60.72,9.23,0.011089,1.2,0.013307,0.0,0.0,0.013307,5.5,0.011001,0.8801,0.011,0.0133,0.0,65.4456,0.0,654.4583
919,2026-06-01 15:19:00,Normal,1,Tomato,Loam,100.0,58.4184,60.0,1.5816,0.7426,14.31,58.52,9.23,0.011063,1.15,0.012722,0.0,0.0,0.012722,13.87,0.027739,2.7739,0.0277,0.0127,0.0,58.4205,0.0,408.9287
919,2026-06-01 15:19:00,Normal,2,Wheat,Sandy,120.0,48.1693,55.0,6.8307,0.7183,13.89,58.52,9.23,0.011063,0.85,0.009404,0.0,0.0,0.009404,25.0,0.05,6.0,0.05,0.0094,0.0,48.1738,0.0,433.5237
919,2026-06-01 15:19:00,Normal,3,Maize,Clay,80.0,65.4456,65.0,-0.4456,0.7877,14.56,58.52,9.23,0.011063,1.2,0.013276,0.0,0.0,0.013276,5.5,0.011001,0.8801,0.011,0.0133,0.0,65.4454,0.0,654.456
920,2026-06-01 15:20:00,Normal,1,Tomato,Loam,100.0,58.4205,60.0,1.5795,0.7427,14.31,60.48,9.23,0.011194,1.15,0.012873,0.0,0.0,0.012873,13.86,0.027723,2.7723,0.0277,0.0129,0.0,58.4226,0.0,408.9437
920,2026-06-01 15:20:00,Normal,2,Wheat,Sandy,120.0,48.1738,55.0,6.8262,0.7184,13.88,60.48,9.23,0.011194,0.85,0.009515,0.0,0.0,0.009515,25.0,0.05,6.0,0.05,0.0095,0.0,48.1783,0.0,433.5643
920,2026-06-01 15:20:00,Normal,3,Maize,Clay,80.0,65.4454,65.0,-0.4454,0.7877,14.56,60.48,9.23,0.011194,1.2,0.013433,0.0,0.0,0.013433,5.5,0.011001,0.8801,0.011,0.0134,0.0,65.4451,0.0,654.4537
921,2026-06-01 15:21:00,Normal,1,Tomato,Loam,100.0,58.4226,60.0,1.5774,0.7427,14.3,60.48,9.23,0.010398,1.15,0.011958,0.0,0.0,0.011958,13.85,0.027706,2.7706,0.0277,0.012,0.0,58.4249,0.0,408.9585
921,2026-06-01 15:21:00,Normal,2,Wheat,Sandy,120.0,48.1783,55.0,6.8217,0.7185,13.88,60.48,9.23,0.010398,0.85,0.008838,0.0,0.0,0.008838,25.0,0.05,6.0,0.05,0.0088,0.0,48.1829,0.0,433.6048
921,2026-06-01 15:21:00,Normal,3,Maize,Clay,80.0,65.4451,65.0,-0.4451,0.7877,14.56,60.48,9.23,0.010398,1.2,0.012478,0.0,0.0,0.012478,5.5,0.011001,0.88,0.011,0.0125,0.0,65.445,0.0,654.4513
922,2026-06-01 15:22:00,Normal,1,Tomato,Loam,100.0,58.4249,60.0,1.5751,0.7428,14.3,60.99,9.23,0.010685,1.15,0.012288,0.0,0.0,0.012288,13.84,0.027688,2.7688,0.0277,0.0123,0.0,58.4271,0.0,408.9742
922,2026-06-01 15:22:00,Normal,2,Wheat,Sandy,120.0,48.1829,55.0,6.8171,0.7186,13.88,60.99,9.23,0.010685,0.85,0.009082,0.0,0.0,0.009082,25.0,0.05,6.0,0.05,0.0091,0.0,48.1874,0.0,433.646
922,2026-06-01 15:22:00,Normal,3,Maize,Clay,80.0,65.445,65.0,-0.445,0.7877,14.56,60.99,9.23,0.010685,1.2,0.012822,0.0,0.0,0.012822,5.5,0.011,0.88,0.011,0.0128,0.0,65.4448,0.0,654.4498
923,2026-06-01 15:23:00,Normal,1,Tomato,Loam,100.0,58.4271,60.0,1.5729,0.7428,14.3,59.68,9.23,0.010829,1.15,0.012453,0.0,0.0,0.012453,13.84,0.027671,2.7671,0.0277,0.0125,0.0,58.4293,0.0,408.9896
923,2026-06-01 15:23:00,Normal,2,Wheat,Sandy,120.0,48.1874,55.0,6.8126,0.7187,13.88,59.68,9.23,0.010829,0.85,0.009205,0.0,0.0,0.009205,25.0,0.05,6.0,0.05,0.0092,0.0,48.192,0.0,433.6869
923,2026-06-01 15:23:00,Normal,3,Maize,Clay,80.0,65.4448,65.0,-0.4448,0.7877,14.56,59.68,9.23,0.010829,1.2,0.012995,0.0,0.0,0.012995,5.5,0.011,0.88,0.011,0.013,0.0,65.4446,0.0,654.448
924,2026-06-01 15:24:00,Normal,1,Tomato,Loam,100.0,58.4293,60.0,1.5707,0.7429,14.3,59.36,9.23,0.01133,1.15,0.013029,0.0,0.0,0.013029,13.83,0.027654,2.7654,0.0277,0.013,0.0,58.4313,0.0,409.0048
924,2026-06-01 15:24:00,Normal,2,Wheat,Sandy,120.0,48.192,55.0,6.808,0.7189,13.87,59.36,9.23,0.01133,0.85,0.009631,0.0,0.0,0.009631,25.0,0.05,6.0,0.05,0.0096,0.0,48.1965,0.0,433.7277
924,2026-06-01 15:24:00,Normal,3,Maize,Clay,80.0,65.4446,65.0,-0.4446,0.7877,14.56,59.36,9.23,0.01133,1.2,0.013596,0.0,0.0,0.013596,5.5,0.011,0.88,0.011,0.0136,0.0,65.4443,0.0,654.446
925,2026-06-01 15:25:00,Normal,1,Tomato,Loam,100.0,58.4313,60.0,1.5687,0.7429,14.3,68.72,9.23,0.011175,1.15,0.012851,0.0,0.0,0.012851,13.82,0.027638,2.7638,0.0276,0.0129,0.0,58.4335,0.0,409.0194
925,2026-06-01 15:25:00,Normal,2,Wheat,Sandy,120.0,48.1965,55.0,6.8035,0.719,13.87,68.72,9.23,0.011175,0.85,0.009499,0.0,0.0,0.009499,25.0,0.05,6.0,0.05,0.0095,0.0,48.201,0.0,433.7681
925,2026-06-01 15:25:00,Normal,3,Maize,Clay,80.0,65.4443,65.0,-0.4443,0.7877,14.56,68.72,9.23,0.011175,1.2,0.01341,0.0,0.0,0.01341,5.5,0.011,0.88,0.011,0.0134,0.0,65.4441,0.0,654.4434
926,2026-06-01 15:26:00,Normal,1,Tomato,Loam,100.0,58.4335,60.0,1.5665,0.743,14.29,61.81,9.23,0.011137,1.15,0.012808,0.0,0.0,0.012808,13.81,0.027621,2.7621,0.0276,0.0128,0.0,58.4356,0.0,409.0342
926,2026-06-01 15:26:00,Normal,2,Wheat,Sandy,120.0,48.201,55.0,6.799,0.7191,13.87,61.81,9.23,0.011137,0.85,0.009466,0.0,0.0,0.009466,25.0,0.05,6.0,0.05,0.0095,0.0,48.2055,0.0,433.8086
926,2026-06-01 15:26:00,Normal,3,Maize,Clay,80.0,65.4441,65.0,-0.4441,0.7876,14.56,61.81,9.23,0.011137,1.2,0.013364,0.0,0.0,0.013364,5.5,0.011,0.88,0.011,0.0134,0.0,65.4439,0.0,654.441
927,2026-06-01 15:27:00,Normal,1,Tomato,Loam,100.0,58.4356,60.0,1.5644,0.743,14.29,61.17,9.23,0.010597,1.15,0.012187,0.0,0.0,0.012187,13.8,0.027604,2.7604,0.0276,0.0122,0.0,58.4378,0.0,409.049
927,2026-06-01 15:27:00,Normal,2,Wheat,Sandy,120.0,48.2055,55.0,6.7945,0.7192,13.86,61.17,9.23,0.010597,0.85,0.009007,0.0,0.0,0.009007,25.0,0.05,6.0,0.05,0.009,0.0,48.21,0.0,433.8491
927,2026-06-01 15:27:00,Normal,3,Maize,Clay,80.0,65.4439,65.0,-0.4439,0.7876,14.56,61.17,9.23,0.010597,1.2,0.012716,0.0,0.0,0.012716,5.5,0.011,0.88,0.011,0.0127,0.0,65.4437,0.0,654.4386
928,2026-06-01 15:28:00,Normal,1,Tomato,Loam,100.0,58.4378,60.0,1.5622,0.7431,14.29,60.85,9.23,0.010376,1.15,0.011932,0.0,0.0,0.011932,13.79,0.027587,2.7587,0.0276,0.0119,0.0,58.44,0.0,409.0644
928,2026-06-01 15:28:00,Normal,2,Wheat,Sandy,120.0,48.21,55.0,6.79,0.7193,13.86,60.85,9.23,0.010376,0.85,0.00882,0.0,0.0,0.00882,25.0,0.05,6.0,0.05,0.0088,0.0,48.2146,0.0,433.8901
928,2026-06-01 15:28:00,Normal,3,Maize,Clay,80.0,65.4437,65.0,-0.4437,0.7876,14.56,60.85,9.23,0.010376,1.2,0.012451,0.0,0.0,0.012451,5.5,0.011,0.88,0.011,0.0125,0.0,65.4435,0.0,654.4369
929,2026-06-01 15:29:00,Normal,1,Tomato,Loam,100.0,58.44,60.0,1.56,0.7431,14.29,60.63,9.23,0.01068,1.15,0.012282,0.0,0.0,0.012282,13.78,0.027569,2.7569,0.0276,0.0123,0.0,58.4422,0.0,409.0801
929,2026-06-01 15:29:00,Normal,2,Wheat,Sandy,120.0,48.2146,55.0,6.7854,0.7194,13.86,60.63,9.23,0.01068,0.85,0.009078,0.0,0.0,0.009078,25.0,0.05,6.0,0.05,0.0091,0.0,48.2191,0.0,433.9313
929,2026-06-01 15:29:00,Normal,3,Maize,Clay,80.0,65.4435,65.0,-0.4435,0.7876,14.56,60.63,9.23,0.01068,1.2,0.012816,0.0,0.0,0.012816,5.5,0.011,0.88,0.011,0.0128,0.0,65.4434,0.0,654.4354
930,2026-06-01 15:30:00,Normal,1,Tomato,Loam,100.0,58.4422,60.0,1.5578,0.7432,14.29,60.77,9.23,0.010248,1.15,0.011785,0.0,0.0,0.011785,13.78,0.027552,2.7552,0.0276,0.0118,0.0,58.4445,0.0,409.0954
930,2026-06-01 15:30:00,Normal,2,Wheat,Sandy,120.0,48.2191,55.0,6.7809,0.7195,13.86,60.77,9.23,0.010248,0.85,0.008711,0.0,0.0,0.008711,25.0,0.05,6.0,0.05,0.0087,0.0,48.2237,0.0,433.9722
930,2026-06-01 15:30:00,Normal,3,Maize,Clay,80.0,65.4434,65.0,-0.4434,0.7876,14.56,60.77,9.23,0.010248,1.2,0.012298,0.0,0.0,0.012298,5.5,0.010999,0.88,0.011,0.0123,0.0,65.4432,0.0,654.4336
931,2026-06-01 15:31:00,Normal,1,Tomato,Loam,100.0,58.4445,60.0,1.5555,0.7432,14.29,62.15,9.23,0.01059,1.15,0.012179,0.0,0.0,0.012179,13.77,0.027534,2.7534,0.0275,0.0122,0.0,58.4467,0.0,409.1112
931,2026-06-01 15:31:00,Normal,2,Wheat,Sandy,120.0,48.2237,55.0,6.7763,0.7196,13.85,62.15,9.23,0.01059,0.85,0.009002,0.0,0.0,0.009002,25.0,0.05,6.0,0.05,0.009,0.0,48.2283,0.0,434.0135
931,2026-06-01 15:31:00,Normal,3,Maize,Clay,80.0,65.4432,65.0,-0.4432,0.7876,14.56,62.15,9.23,0.01059,1.2,0.012708,0.0,0.0,0.012708,5.5,0.010999,0.8799,0.011,0.0127,0.0,65.4431,0.0,654.4323
932,2026-06-01 15:32:00,Normal,1,Tomato,Loam,100.0,58.4467,60.0,1.5533,0.7433,14.28,63.55,9.23,0.01066,1.15,0.012259,0.0,0.0,0.012259,13.76,0.027517,2.7517,0.0275,0.0123,0.0,58.4488,0.0,409.1266
932,2026-06-01 15:32:00,Normal,2,Wheat,Sandy,120.0,48.2283,55.0,6.7717,0.7197,13.85,63.55,9.23,0.01066,0.85,0.009061,0.0,0.0,0.009061,25.0,0.05,6.0,0.05,0.0091,0.0,48.2328,0.0,434.0545
932,2026-06-01 15:32:00,Normal,3,Maize,Clay,80.0,65.4431,65.0,-0.4431,0.7876,14.56,63.55,9.23,0.01066,1.2,0.012792,0.0,0.0,0.012792,5.5,0.010999,0.8799,0.011,0.0128,0.0,65.4429,0.0,654.4306
933,2026-06-01 15:33:00,Normal,1,Tomato,Loam,100.0,58.4488,60.0,1.5512,0.7433,14.28,63.82,9.23,0.011046,1.15,0.012703,0.0,0.0,0.012703,13.75,0.0275,2.75,0.0275,0.0127,0.0,58.451,0.0,409.1419
933,2026-06-01 15:33:00,Normal,2,Wheat,Sandy,120.0,48.2328,55.0,6.7672,0.7198,13.85,63.82,9.23,0.011046,0.85,0.009389,0.0,0.0,0.009389,25.0,0.05,6.0,0.05,0.0094,0.0,48.2373,0.0,434.0954
933,2026-06-01 15:33:00,Normal,3,Maize,Clay,80.0,65.4429,65.0,-0.4429,0.7876,14.56,63.82,9.23,0.011046,1.2,0.013255,0.0,0.0,0.013255,5.5,0.010999,0.8799,0.011,0.0133,0.0,65.4427,0.0,654.4288
934,2026-06-01 15:34:00,Normal,1,Tomato,Loam,100.0,58.451,60.0,1.549,0.7434,14.28,60.25,9.23,0.010401,1.15,0.011961,0.0,0.0,0.011961,13.74,0.027483,2.7483,0.0275,0.012,0.0,58.4532,0.0,409.1567
934,2026-06-01 15:34:00,Normal,2,Wheat,Sandy,120.0,48.2373,55.0,6.7627,0.7199,13.85,60.25,9.23,0.010401,0.85,0.008841,0.0,0.0,0.008841,25.0,0.05,6.0,0.05,0.0088,0.0,48.2419,0.0,434.136
934,2026-06-01 15:34:00,Normal,3,Maize,Clay,80.0,65.4427,65.0,-0.4427,0.7876,14.56,60.25,9.23,0.010401,1.2,0.012481,0.0,0.0,0.012481,5.5,0.010999,0.8799,0.011,0.0125,0.0,65.4425,0.0,654.4265
935,2026-06-01 15:35:00,Normal,1,Tomato,Loam,100.0,58.4532,60.0,1.5468,0.7434,14.28,63.33,9.23,0.009762,1.15,0.011226,0.0,0.0,0.011226,13.73,0.027465,2.7465,0.0275,0.0112,0.0,58.4555,0.0,409.1722
935,2026-06-01 15:35:00,Normal,2,Wheat,Sandy,120.0,48.2419,55.0,6.7581,0.72,13.84,63.33,9.23,0.009762,0.85,0.008298,0.0,0.0,0.008298,25.0,0.05,6.0,0.05,0.0083,0.0,48.2465,0.0,434.1772
935,2026-06-01 15:35:00,Normal,3,Maize,Clay,80.0,65.4425,65.0,-0.4425,0.7876,14.56,63.33,9.23,0.009762,1.2,0.011714,0.0,0.0,0.011714,5.5,0.010999,0.8799,0.011,0.0117,0.0,65.4424,0.0,654.425
936,2026-06-01 15:36:00,Normal,1,Tomato,Loam,100.0,58.4555,60.0,1.5445,0.7435,14.28,60.29,9.23,0.010501,1.15,0.012076,0.0,0.0,0.012076,13.72,0.027447,2.7447,0.0274,0.0121,0.0,58.4577,0.0,409.1884
936,2026-06-01 15:36:00,Normal,2,Wheat,Sandy,120.0,48.2465,55.0,6.7535,0.7202,13.84,60.29,9.23,0.010501,0.85,0.008926,0.0,0.0,0.008926,25.0,0.05,6.0,0.05,0.0089,0.0,48.2511,0.0,434.2189
936,2026-06-01 15:36:00,Normal,3,Maize,Clay,80.0,65.4424,65.0,-0.4424,0.7876,14.56,60.29,9.23,0.010501,1.2,0.012601,0.0,0.0,0.012601,5.5,0.010999,0.8799,0.011,0.0126,0.0,65.4423,0.0,654.4243
937,2026-06-01 15:37:00,Normal,1,Tomato,Loam,100.0,58.4577,60.0,1.5423,0.7435,14.27,61.2,9.23,0.010095,1.15,0.011609,0.0,0.0,0.011609,13.71,0.02743,2.743,0.0274,0.0116,0.0,58.4599,0.0,409.2038
937,2026-06-01 15:37:00,Normal,2,Wheat,Sandy,120.0,48.2511,55.0,6.7489,0.7203,13.84,61.2,9.23,0.010095,0.85,0.008581,0.0,0.0,0.008581,25.0,0.05,6.0,0.05,0.0086,0.0,48.2557,0.0,434.26
937,2026-06-01 15:37:00,Normal,3,Maize,Clay,80.0,65.4423,65.0,-0.4423,0.7876,14.55,61.2,9.23,0.010095,1.2,0.012114,0.0,0.0,0.012114,5.5,0.010999,0.8799,0.011,0.0121,0.0,65.4422,0.0,654.4227
938,2026-06-01 15:38:00,Normal,1,Tomato,Loam,100.0,58.4599,60.0,1.5401,0.7436,14.27,60.55,9.23,0.010247,1.15,0.011784,0.0,0.0,0.011784,13.71,0.027412,2.7412,0.0274,0.0118,0.0,58.4622,0.0,409.2196
938,2026-06-01 15:38:00,Normal,2,Wheat,Sandy,120.0,48.2557,55.0,6.7443,0.7204,13.83,60.55,9.23,0.010247,0.85,0.00871,0.0,0.0,0.00871,25.0,0.05,6.0,0.05,0.0087,0.0,48.2603,0.0,434.3014
938,2026-06-01 15:38:00,Normal,3,Maize,Clay,80.0,65.4422,65.0,-0.4422,0.7876,14.55,60.55,9.23,0.010247,1.2,0.012296,0.0,0.0,0.012296,5.5,0.010999,0.8799,0.011,0.0123,0.0,65.442,0.0,654.4216
939,2026-06-01 15:39:00,Normal,1,Tomato,Loam,100.0,58.4622,60.0,1.5378,0.7436,14.27,63.25,9.23,0.010372,1.15,0.011928,0.0,0.0,0.011928,13.7,0.027394,2.7394,0.0274,0.0119,0.0,58.4644,0.0,409.2352
939,2026-06-01 15:39:00,Normal,2,Wheat,Sandy,120.0,48.2603,55.0,6.7397,0.7205,13.83,63.25,9.23,0.010372,0.85,0.008816,0.0,0.0,0.008816,25.0,0.05,6.0,0.05,0.0088,0.0,48.2649,0.0,434.3427
939,2026-06-01 15:39:00,Normal,3,Maize,Clay,80.0,65.442,65.0,-0.442,0.7876,14.55,63.25,9.23,0.010372,1.2,0.012446,0.0,0.0,0.012446,5.5,0.010999,0.8799,0.011,0.0124,0.0,65.4419,0.0,654.4203
940,2026-06-01 15:40:00,Normal,1,Tomato,Loam,100.0,58.4644,60.0,1.5356,0.7437,14.27,60.73,9.23,0.010263,1.15,0.011802,0.0,0.0,0.011802,13.69,0.027377,2.7377,0.0274,0.0118,0.0,58.4666,0.0,409.2507
940,2026-06-01 15:40:00,Normal,2,Wheat,Sandy,120.0,48.2649,55.0,6.7351,0.7206,13.83,60.73,9.23,0.010263,0.85,0.008724,0.0,0.0,0.008724,25.0,0.05,6.0,0.05,0.0087,0.0,48.2695,0.0,434.3839
940,2026-06-01 15:40:00,Normal,3,Maize,Clay,80.0,65.4419,65.0,-0.4419,0.7876,14.55,60.73,9.23,0.010263,1.2,0.012316,0.0,0.0,0.012316,5.5,0.010998,0.8799,0.011,0.0123,0.0,65.4418,0.0,654.4189
941,2026-06-01 15:41:00,Normal,1,Tomato,Loam,100.0,58.4666,60.0,1.5334,0.7437,14.27,61.15,9.23,0.010544,1.15,0.012126,0.0,0.0,0.012126,13.68,0.027359,2.7359,0.0274,0.0121,0.0,58.4688,0.0,409.2663
941,2026-06-01 15:41:00,Normal,2,Wheat,Sandy,120.0,48.2695,55.0,6.7305,0.7207,13.83,61.15,9.23,0.010544,0.85,0.008962,0.0,0.0,0.008962,25.0,0.05,6.0,0.05,0.009,0.0,48.274,0.0,434.4252
941,2026-06-01 15:41:00,Normal,3,Maize,Clay,80.0,65.4418,65.0,-0.4418,0.7876,14.55,61.15,9.23,0.010544,1.2,0.012653,0.0,0.0,0.012653,5.5,0.010998,0.8799,0.011,0.0127,0.0,65.4416,0.0,654.4176
942,2026-06-01 15:42:00,Normal,1,Tomato,Loam,100.0,58.4688,60.0,1.5312,0.7438,14.27,62.59,9.23,0.009955,1.15,0.011448,0.0,0.0,0.011448,13.67,0.027342,2.7342,0.0273,0.0114,0.0,58.4711,0.0,409.2815
942,2026-06-01 15:42:00,Normal,2,Wheat,Sandy,120.0,48.274,55.0,6.726,0.7208,13.82,62.59,9.23,0.009955,0.85,0.008462,0.0,0.0,0.008462,25.0,0.05,6.0,0.05,0.0085,0.0,48.2786,0.0,434.4662
942,2026-06-01 15:42:00,Normal,3,Maize,Clay,80.0,65.4416,65.0,-0.4416,0.7876,14.55,62.59,9.23,0.009955,1.2,0.011946,0.0,0.0,0.011946,5.5,0.010998,0.8799,0.011,0.0119,0.0,65.4415,0.0,654.4159
943,2026-06-01 15:43:00,Normal,1,Tomato,Loam,100.0,58.4711,60.0,1.5289,0.7438,14.26,63.83,9.23,0.010211,1.15,0.011743,0.0,0.0,0.011743,13.66,0.027324,2.7324,0.0273,0.0117,0.0,58.4733,0.0,409.2974
943,2026-06-01 15:43:00,Normal,2,Wheat,Sandy,120.0,48.2786,55.0,6.7214,0.7209,13.82,63.83,9.23,0.010211,0.85,0.008679,0.0,0.0,0.008679,25.0,0.05,6.0,0.05,0.0087,0.0,48.2832,0.0,434.5077
943,2026-06-01 15:43:00,Normal,3,Maize,Clay,80.0,65.4415,65.0,-0.4415,0.7876,14.55,63.83,9.23,0.010211,1.2,0.012253,0.0,0.0,0.012253,5.5,0.010998,0.8799,0.011,0.0123,0.0,65.4414,0.0,654.415
944,2026-06-01 15:44:00,Normal,1,Tomato,Loam,100.0,58.4733,60.0,1.5267,0.7439,14.26,62.85,9.23,0.010306,1.15,0.011852,0.0,0.0,0.011852,13.65,0.027306,2.7306,0.0273,0.0119,0.0,58.4755,0.0,409.313
944,2026-06-01 15:44:00,Normal,2,Wheat,Sandy,120.0,48.2832,55.0,6.7168,0.721,13.82,62.85,9.23,0.010306,0.85,0.00876,0.0,0.0,0.00876,25.0,0.05,6.0,0.05,0.0088,0.0,48.2878,0.0,434.549
944,2026-06-01 15:44:00,Normal,3,Maize,Clay,80.0,65.4414,65.0,-0.4414,0.7876,14.55,62.85,9.23,0.010306,1.2,0.012367,0.0,0.0,0.012367,5.5,0.010998,0.8799,0.011,0.0124,0.0,65.4412,0.0,654.4137
945,2026-06-01 15:45:00,Normal,1,Tomato,Loam,100.0,58.4755,60.0,1.5245,0.7439,14.26,61.96,9.23,0.010018,1.15,0.011521,0.0,0.0,0.011521,13.64,0.027289,2.7289,0.0273,0.0115,0.0,58.4778,0.0,409.3285
945,2026-06-01 15:45:00,Normal,2,Wheat,Sandy,120.0,48.2878,55.0,6.7122,0.7211,13.81,61.96,9.23,0.010018,0.85,0.008515,0.0,0.0,0.008515,25.0,0.05,6.0,0.05,0.0085,0.0,48.2924,0.0,434.5902
945,2026-06-01 15:45:00,Normal,3,Maize,Clay,80.0,65.4412,65.0,-0.4412,0.7876,14.55,61.96,9.23,0.010018,1.2,0.012022,0.0,0.0,0.012022,5.5,0.010998,0.8798,0.011,0.012,0.0,65.4411,0.0,654.4123
946,2026-06-01 15:46:00,Normal,1,Tomato,Loam,100.0,58.4778,60.0,1.5222,0.744,14.26,61.27,9.23,0.00964,1.15,0.011086,0.0,0.0,0.011086,13.64,0.02727,2.727,0.0273,0.0111,0.0,58.4801,0.0,409.3443
946,2026-06-01 15:46:00,Normal,2,Wheat,Sandy,120.0,48.2924,55.0,6.7076,0.7212,13.81,61.27,9.23,0.00964,0.85,0.008194,0.0,0.0,0.008194,25.0,0.05,6.0,0.05,0.0082,0.0,48.2971,0.0,434.6317
946,2026-06-01 15:46:00,Normal,3,Maize,Clay,80.0,65.4411,65.0,-0.4411,0.7876,14.55,61.27,9.23,0.00964,1.2,0.011568,0.0,0.0,0.011568,5.5,0.010998,0.8798,0.011,0.0116,0.0,65.4411,0.0,654.4113
947,2026-06-01 15:47:00,Normal,1,Tomato,Loam,100.0,58.4801,60.0,1.5199,0.744,14.26,58.72,9.23,0.009994,1.15,0.011493,0.0,0.0,0.011493,13.63,0.027252,2.7252,0.0273,0.0115,0.0,58.4823,0.0,409.3605
947,2026-06-01 15:47:00,Normal,2,Wheat,Sandy,120.0,48.2971,55.0,6.7029,0.7214,13.81,58.72,9.23,0.009994,0.85,0.008495,0.0,0.0,0.008495,25.0,0.05,6.0,0.05,0.0085,0.0,48.3017,0.0,434.6735
947,2026-06-01 15:47:00,Normal,3,Maize,Clay,80.0,65.4411,65.0,-0.4411,0.7876,14.55,58.72,9.23,0.009994,1.2,0.011993,0.0,0.0,0.011993,5.5,0.010998,0.8798,0.011,0.012,0.0,65.441,0.0,654.4107
948,2026-06-01 15:48:00,Normal,1,Tomato,Loam,100.0,58.4823,60.0,1.5177,0.7441,14.25,62.3,9.23,0.010435,1.15,0.012,0.0,0.0,0.012,13.62,0.027235,2.7235,0.0272,0.012,0.0,58.4845,0.0,409.3763
948,2026-06-01 15:48:00,Normal,2,Wheat,Sandy,120.0,48.3017,55.0,6.6983,0.7215,13.81,62.3,9.23,0.010435,0.85,0.00887,0.0,0.0,0.00887,25.0,0.05,6.0,0.05,0.0089,0.0,48.3062,0.0,434.715
